;momentum;learning rate;batch size;loss1;acc1;loss2;acc2;loss3;acc3;epoch_stopped1;epoch_stopped2;epoch_stopped3;reg_penalty
6;0.9;0.01;128.0;9.235107421875;0.452006995677948;9.160868644714355;0.4973821938037872;9.212602615356444;0.4363001883029938;100.0;100.0;100.0;0.01
7;0.9;0.01;128.0;5.89058780670166;0.443280965089798;5.848002910614014;0.6020942330360413;6.069830894470215;0.415357768535614;150.0;150.0;150.0;0.01
8;0.9;0.01;128.0;3.2892882823944087;0.4694589972496033;3.3563289642333984;0.4764398038387298;3.3092865943908687;0.45026177167892456;50.0;50.0;50.0;0.001
0;0.9;0.01;128.0;3.0629360675811768;0.5532286167144775;3.15022349357605;0.4973821938037872;3.16017746925354;0.4991273880004883;100.0;100.0;100.0;0.001
1;0.9;0.01;128.0;2.9446582794189453;0.5951134562492371;3.1237599849700928;0.4415357708930969;3.147563934326172;0.4851658046245575;150.0;150.0;150.0;0.001
2;0.9;0.01;128.0;1.3315627574920654;0.4886561930179596;1.3104382753372192;0.5340313911437988;1.356784462928772;0.4589877724647522;50.0;50.0;50.0;0.0001
3;0.9;0.01;128.0;1.2885075807571411;0.4764398038387298;1.278316855430603;0.5741710066795349;1.2864210605621338;0.5584642291069031;100.0;100.0;100.0;0.0001
4;0.9;0.01;128.0;1.1437773704528809;0.6195462346076965;1.2577271461486816;0.5654450058937073;1.2523311376571655;0.5305410027503967;150.0;150.0;150.0;0.0001
5;0.9;0.01;256.0;18.911476135253906;0.4485165774822235;18.87464141845703;0.45026177167892456;18.831687927246094;0.5322862267494202;50.0;50.0;50.0;0.01
6;0.9;0.01;256.0;14.657984733581545;0.479930192232132;14.641134262084961;0.4642233848571777;14.672686576843262;0.4554973840713501;100.0;100.0;100.0;0.01
7;0.9;0.01;256.0;11.579045295715332;0.45026177167892456;11.504462242126465;0.4642233848571777;11.689377784729006;0.4363001883029938;150.0;150.0;150.0;0.01
8;0.9;0.01;256.0;3.4289782047271733;0.4624781906604767;3.4008688926696777;0.4712041914463043;3.5236740112304688;0.4607329964637756;50.0;50.0;50.0;0.001
9;0.9;0.01;256.0;3.2765903472900386;0.4834205806255341;3.283414363861084;0.4781849980354309;3.2850234508514404;0.5253053903579712;100.0;100.0;100.0;0.001
10;0.9;0.01;256.0;3.1778473854064937;0.4712041914463043;3.160379648208618;0.5811518430709839;3.3570995330810547;0.4712041914463043;150.0;150.0;150.0;0.001
11;0.9;0.01;256.0;1.4530483484268188;0.4485165774822235;1.4629932641983032;0.4397905766963959;1.4895371198654177;0.4380453824996948;50.0;50.0;50.0;0.0001
12;0.9;0.01;256.0;1.361006498336792;0.48167538642883295;1.334770441055298;0.5427573919296265;1.3840839862823486;0.4310645759105681;100.0;100.0;100.0;0.0001
13;0.9;0.01;256.0;1.365758180618286;0.4694589972496033;1.4026482105255127;0.4380453824996948;1.372575283050537;0.4485165774822235;150.0;150.0;150.0;0.0001
